,emotion,text
1603,hate,wow. i just install twitter fox. I am tired to keep refresh my browser
1604,hate,DIDO &quot;US 2 Little Gods&quot; http://ow.ly/9UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic...
1605,hate,This is getting on my nerves. I cant change my pic
1606,hate,Tummy hurts  oh noes
1607,hate,"specially when you're already burneded. wore mums shoes as well, and now im all blistered. it sucks balls.."
1608,hate,Well its a good thing ''march'' wasnt very long and i didnt like it...cuz its deleted. Ugh
1609,hate,I so hate riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??
1610,hate,have to return my sideways. fuck meds and bills.
1611,hate,Hates having broken wrist and has PE next ugh
1612,hate,"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY."
1613,hate,So bored in chem n im super hungry! Ugh
1614,hate,"GAWD, I'm so tired still! I have to move out of here into my new place by 5:30 PM, cause I work.  So stressed! #FB"
1615,hate,Stupid idiot who ran a stop sing and almost killed me and my car!
1616,hate,why bother @ing at celebs? eh? cause it's almost like talking to them
1617,hate,I really hate revision
1618,hate,"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR."
1619,hate,Hey ugh im sick and its summar !
1620,hate,"Oh, fuck me. I've just returned from the Supermarket Of Doom to find that I have nothing to drink here."
1621,hate,Swolen as shitt  boo hoo
1622,hate,@DeJonGrant I accidentaly slammed my finger in the trunk
1623,hate,@devon_leigh u know wut devy dev it sure does suck havin no ID!! My weekends r gone miserable for 3 weeks so drink 4 me plz!!
1624,hate,Just noticed @ubertwiter didn't get the location right again!  Maybe a way to preview it before sending would be handy??
1625,hate,"@lindentreephoto yeah, its super crap today   Stupid writing!  ugh"
1626,hate,Still hating the whole Twitter replies thing. I feel like I'm missing bits.  #fixreplies
1627,hate,"I work for a man that is so bad at his job that the whole team want to leave, and all believe we would make more money if he wasn't here"
1628,hate,Geometry is so Damn boring.  waste of time.. 20 more minutes left
1629,hate,"1 of my most hated jobs. Clipping coupons &amp; going thru house, top 2 bottom &amp; making grocery list. Took forever &amp; now major shopping trip"
1630,hate,I hate this weather  i wanna bake
1631,hate,"@_ophelia Oh, Hamletgasm! I hate having to work 12 hours today!How utterly crap, I miss everything! [managed forum for 5 min on break  ]"
1632,hate,Left &quot;Up&quot; due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.
1633,hate,i dont wanna do this anymore! but the couch is jus sittin in the middle of the floor. do i really HAVE to finish?
1634,hate,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults
1635,hate,"@_missJP LMAO! ugh i know, i need to sleep the Qdoba off before i do all that workin out. and no, ur pic doesnt show"
1636,hate,"For some dumb reason my dresser is sticky on top. And for another reason, a family history book got attached to it  Now the back is jacked"
1637,hate,"@CourtJsallis  lolll, i cba to get the sun stuff and i forgot that the back of my leg wouldnt gwt tanned lol. it hurts sooo bad right now"
1638,hate,okay... I can't twitter anymore.. I have to study..  ugh I HATE SCHOOL.. jk. but I thoroughly dislike it...
1639,hate,"@BretWolfe its a travesty, no? and, the people who are doing this said they'd THINK about involving joss whedon!!!!"
1640,hate,ughh on the phone with HP!
1641,hate,Friday night and still working...oh wait..it's Saturday morning already
1642,hate,Borrowing my Mom's Lenovo laptop The trackpad and the battery life suck balls for quarters. Seriously missing my MacBook Pro
1643,hate,The only thing I hate about Playoff Pens hockey is how much the tickets are! I wanted to go to a game but there 300$ a ticket
1644,hate,Wishing I could kidnap @candrews from work
1645,hate,"damn fight night 4 demo won't load, keeps crashing at the first screen. time to delete and re download i think"
1646,hate,@KourtneyKardash i hate this weather! When u have lived here ure whole life u get used to it...may is always rainy  @RobKardashian
1647,hate,@lozzy hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to go.
1648,hate,"@Xantiriad the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house"
1649,hate,Funerals are no bueno
1650,hate,Getting AxKit running on Ubuntu 8.04 is making my head explode.
1651,hate,i hateeeeeeeeee telemarketers!!!!! gotten about 10 phone calls today from them and its only 3 in the afternoon!!
1652,hate,...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!
1653,hate,"@chezpim they are terrible little beast but if the garden is small you can simply collect them, or you can buy poisonous food pellets"
1654,hate,Hairdye patch test has just smeared all over my WHITE duvet cover  fucking cunts. &lt;3
1655,hate,anyone have tickets to the mtv movie awards? some guy scammed me
1656,hate,this week has been awful.
1657,hate,Have to keep bumping the mouse so my computer doesn't go to sleep. No Internet access  No files to work on. Slowest Friday eeeeevvveeerrrr
1658,hate,The new tecas driver license design is ugly
1659,hate,I cant get all my rwitters on my phone this phone sucks
1660,hate,completely bummed.  I'm stuck in a ford focus for the weekend.  My car's in the shop.
1661,hate,@22jenny I hate snood. lol. sorrry  i dont know how people play it!
1662,hate,Dont you hate when u take a bite of an apple and its nasty?im a very sad panda now
1663,hate,I don't want to quit my job.
1664,hate,@grizzmusic wheres the music mannnn!!?? my inbox is still empty
1665,hate,@DR I'm SO jealous- it's pouring right now
1666,hate,I really don't like this weather
1667,hate,@ep31 well twitter doesn't even work from my phone anymore
1668,hate,"@ctrleverything We're off.  I'm sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK"
1669,hate,@Don_J think so.. although think i am being ignored! not a good day
1670,hate,@LadyLucius Oh eww that is suck!
1671,hate,my brother is irritating. and not just bc he takes &amp; wears my clothes without asking. i want to punch him violently for shit he does.
1672,hate,Friday has a whole different meaning when you have to work Saturday and Sunday
1673,hate,Ughhhh...mad as ppl make me some times...I don't like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl's tears kill me!
1674,hate,"@heartystew Trickery?  No, just exasperation at seeing gay Pride hijacked by a politics bigger and uglier then anything it's meant for"
1675,hate,Walmart bails on sponsorship!
1676,hate,Just realised i am a very angry person in georgia. Too groggy and uncomfortable and i still haven't driven!
1677,hate,@dougiemcfly me too. shit.
1678,hate,My ear are popping.
1679,hate,Ugh i have boom boom pow stuck in my head and i hate that song
1680,hate,FML not having a car is prohibiting finding a job
1681,hate,was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet
1682,hate,Booo totally bored!
1683,hate,@ZRHERO wont work!  and it keeps disconecting my pod.. :@ I officially hate it now.
1684,hate,@ColetteThomsonx pure twittering my friends  he's a pure nymph or summmit. I'm FANTABULOUS. miss yeees guys.
1685,hate,@trentvanegas Oh damn. That really sucks
1686,hate,I hate going to work on nights that I'm in micro.   At least I get to work with @samaasla!
1687,hate,I need to lay down. Cramps suck asshole.
1688,hate,Damn internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~
1689,hate,@happyseaurchin It tells me I'm not a member of the private beta  and I'm not going to just start pretending to assassinate people
1690,hate,So freaking tired. I want my sleep pattern to be normal
1691,hate,Screw you guys and your prom pictures
1692,hate,"Stupid jobs, idk what to do."
1693,hate,my new dress looks sort of...horrible   http://twitpic.com/64mdc
1694,hate,is all alone  sick of doing this assignment! someone do it for me!!!
1695,hate,I HATE when my alarm doesn't go off
1696,hate,just finished playing mahjong. I lost $38 to Mag and Weisheng!
1697,hate,The weather is gross outside. It puts me in a bad mood.
1698,hate,"@AmberClare I want too soo bad, I hate missing GUMBO, but I have a shoot tommorrow that I have to be at for 8:30.  So No GUMBO for me...."
1699,hate,"MAD AS HELL! SOMEONE STOLE MY PINK &amp; BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE'LL BLESS ME ABUNDANTLY"
1700,hate,work is depressing the hell out of me  i want someone to fukin come on holiday with me in august
1701,hate,"So, again, who wants to loan me some money? Anyone? No  Damn Economy   -kicks it-"
1702,hate,"Phone disconnects my internet. Right in the middle of an uber.  Also, first Tweet from inside of Steam."
1703,hate,Happy 2 b out of school!!!!!!! People just piss me off sometimes
1704,hate,ugh! nothing to do in the valley  Seriously gotta move out of here!!!
1705,hate,Hating GCSE geography
1706,hate,ooo my goddddd; vodafone trouble. no network
1707,hate,"I started X-Slimmer at eight this morning, it's still going  I hate that it always want's my friggin password."
1708,hate,Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now
1709,hate,does not like ups much today...
1710,hate,im trying to put up a pic but it wont work!!!!
1711,hate,@LimeIce you didnt even send me a nice bid  #twpp
1712,hate,I hate tomtom. City traffic sucks
1713,hate,egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!
1714,hate,The case for my iPod Touch is literally falling apart.  So junk
1715,hate,is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9
1716,hate,I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers
1717,hate,I want to get my braces removed sooo bad!!!!
1718,hate,I don't want to apply for jobs!!!
1719,hate,"**i hate my hair hiss tee, I feel like I shuld hang out in the ghetto wid dis style"
1720,hate,Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo damn depressing!
1721,hate,The new resigned cricinfo : http://tinyurl.com/mxlcuvI hate change
1722,hate,This chair is not comfortable at all
1723,hate,i have become my mothers slave.
1724,hate,"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im.."
1725,hate,Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...
1726,hate,My day on the computer is about to end. Dang. I hate not being allowed on the computer.
1727,hate,The new resigned cricinfo : http://tinyurl.com/mxlcuv I hate change
